train_loss_list,val_loss_list
"[2.4927786811670036, 1.3220274046441975, 0.933672405005052, 0.7154750339428767, 0.5581402855712326, 0.46468210550709077, 0.38999086164161734, 0.35082514456733543, 0.3135018998425772, 0.2923907132402028, 0.26023544064845555, 0.24218788763667365, 0.2313007416405799, 0.2203271174265661, 0.1980627117201032, 0.19682655598770388, 0.181328154601346, 0.18081899383051567, 0.172508574523221, 0.17035960490378718, 0.16197074202962616, 0.15881224317308387, 0.1538329091413467, 0.1479654642505954, 0.14667408791205075, 0.14168825215610567, 0.13462675416166733, 0.13242050241377834, 0.12554818873592669, 0.12661058632936545, 0.1280257332958195, 0.12680717098244895, 0.11589351592383264, 0.11499772281074083, 0.11615731149017122, 0.10916537665880305, 0.11055679849884527, 0.10545009058011873, 0.10238454523593118, 0.10797042494282712, 0.10061716868200148, 0.10034867742595717, 0.09819724983761548, 0.09765212695538034, 0.09385623006842704, 0.09544301198206102, 0.0934860899046442, 0.09367707144580867, 0.09451687748933224, 0.08927707804268006, 0.08832879540000722, 0.08875976809177884, 0.09479997560003338, 0.08658807767731488, 0.08314323865789189, 0.08230208469593497, 0.0843057169925258, 0.08015957275108708, 0.07896213663643006, 0.07558579477922471, 0.07640359363159462, 0.07402139007356921, 0.07103368041146435, 0.07106047579652994, 0.07689222727857066, 0.07633330805472359, 0.0703644697440414, 0.068671669200166, 0.07218367067825987, 0.06809802418768268, 0.06698138829466928, 0.06803797574296559, 0.07075416353503221, 0.06674511052719716, 0.066824554020483, 0.06321115912245823, 0.06065853198185804, 0.06553545064243378, 0.05930917753083051, 0.05876984717388902, 0.05782678441142375, 0.059009019001526865, 0.06017327253592758, 0.06021337971676304, 0.059957103420900694, 0.05623364173237226, 0.05415320891981587, 0.05450091020614941, 0.051017259064777894, 0.056362601405753825, 0.05104351263949282, 0.051379250048489825, 0.05227221517584891, 0.05229105079421821, 0.049508000080910344, 0.04940461561806483, 0.04733895264376669, 0.04958213999970681, 0.04964455831408776, 0.04390777341212742, 0.049506718236910004, 0.04757343759162321, 0.04530808006092803, 0.04555043227127463, 0.04529686062220338, 0.04589201947007388, 0.04574208336669358, 0.03852423123894883, 0.043677349839419746, 0.040052563709144506, 0.041203377703871516, 0.04403627056447793, 0.0381182390878162, 0.037584701256168355, 0.041894635207107934, 0.039741273840360226, 0.038872795897873666, 0.03454288324087376, 0.034658414386987135, 0.035860447079700354, 0.03392046428442552, 0.033395712149886556, 0.03490613404377504, 0.03661094912205227, 0.03621063496719607, 0.0341276252517524, 0.030803768519165886, 0.03293234756857363, 0.03267328293163837, 0.033252196278913466, 0.030470779806581985, 0.027452125285018673, 0.03150481605089289, 0.03061506434345906, 0.02945511225464713, 0.028983025848177232, 0.027723944490005457, 0.02770556919018611, 0.03268234173640368, 0.027661519568181202, 0.027412020306664307, 0.02748234112323294, 0.026843181107941733, 0.0252416249510873, 0.02420520341974483, 0.026753471850247637, 0.025244979329802974, 0.024686438932705147, 0.025001281403504123, 0.024056348734584745, 0.02335510077707762, 0.023238127005843587, 0.022458627097325844, 0.02161972627353448, 0.024516814850769748, 0.021894785328219726, 0.021898150719340898, 0.022556919423867592, 0.020919901118818113, 0.021574397010010328, 0.022653317616663133, 0.01944366613656764, 0.019495931013076465, 0.0199908108964528, 0.018641344118889156, 0.021442076350469786, 0.020846604750283045, 0.019062425468039566, 0.01871228603512806, 0.019561895322028813, 0.019308953582552232, 0.019418101938437096, 0.0212231893737652, 0.01891165242184117, 0.02142072770116511, 0.019182773440319177, 0.016711344069201182, 0.018084630679863982, 0.019375102899917004, 0.018865171260701592, 0.017179108106511846, 0.017060359135511016, 0.018430667991726282, 0.018344146825424793, 0.0175758531407451, 0.017897593782350042, 0.019943400288288917, 0.017190690954618035, 0.016870123134198972, 0.01841277833898954, 0.017620539279787975, 0.019744099976008813, 0.018760375007470815, 0.0171042083317358, 0.017379456799795665, 0.019462801292366574, 0.016689693679985768, 0.019565925862442265, 0.017815062410561647, 0.018896179992111947]","[1.4142194677282263, 0.9238572297272859, 0.6220553362811053, 0.44562382168240017, 0.3277626037597656, 0.27677428280865707, 0.22814309155499493, 0.23101048999362522, 0.17449712753295898, 0.1373767411267316, 0.1320880519019233, 0.12269025378757054, 0.11908616843046965, 0.13031253108271845, 0.11128668431882505, 0.09491149584452312, 0.08909308468853985, 0.10516419234099211, 0.08256148408960413, 0.08947237332661946, 0.08799096390053078, 0.08744084393536602, 0.09233987772906269, 0.0817418893178304, 0.07533934381273058, 0.08667488451357241, 0.0772896166200991, 0.07392681528020788, 0.0881968339284261, 0.08114804161919488, 0.0897753945103398, 0.08865990462126555, 0.07884621620178223, 0.0792135927412245, 0.080166048473782, 0.0798804936585603, 0.0808888453024405, 0.07968969698305484, 0.07152672167177554, 0.07239298908798783, 0.06975937331164325, 0.0653642460151955, 0.06926499914239954, 0.06123173678362811, 0.07200405774293123, 0.0656247580492938, 0.06473505938494648, 0.06815390233640317, 0.06075328367727774, 0.06686596075693767, 0.06388633339493363, 0.0660183208960074, 0.05981162300816289, 0.061622032412776244, 0.06317566500769721, 0.06630809660311099, 0.06557217792228416, 0.05863643134081805, 0.06318743140609176, 0.060039109653896756, 0.06553456518385145, 0.0583394898308648, 0.06202878333904125, 0.06724537743462457, 0.07001261357907895, 0.0637864006890191, 0.06005053166989927, 0.06425837675730388, 0.062727067205641, 0.06274495742939136, 0.06314770822171811, 0.06322223168832285, 0.05728809480313902, 0.0596460810414067, 0.060175237832246, 0.05992374155256483, 0.06467046119548657, 0.06623521557560673, 0.05870963909007885, 0.06165466485200105, 0.06027903821733263, 0.057489355405171715, 0.06377272694199174, 0.06363792772646304, 0.05674628858213072, 0.06056397049515336, 0.05800783634185791, 0.05776264490904631, 0.06304118368360731, 0.05807303057776557, 0.05779548927589699, 0.05589212311638726, 0.062160509603994864, 0.05518064675507722, 0.050580505971555355, 0.057794275107207124, 0.059450529239795824, 0.0612758442207619, 0.0589389580267447, 0.06331527674639667, 0.059811547950462056, 0.059874406567326295, 0.06099482377370199, 0.0570617605138708, 0.05647538326404713, 0.06350541556323017, 0.05959152292322229, 0.05600367652045356, 0.05847444357695403, 0.06090480751461453, 0.06181259508486147, 0.05823201603359646, 0.06318950653076172, 0.06517483128441705, 0.0595192379421658, 0.06170921413986771, 0.06509168059737594, 0.06262979242536756, 0.06120214197370741, 0.06028304718158863, 0.06006624963548449, 0.059105224079555936, 0.05944751810144495, 0.060521969088801635, 0.0615913779647262, 0.06387067724157262, 0.06460880350183558, 0.06618024684764721, 0.0678762815616749, 0.063864443037245, 0.0631707818419845, 0.06502510000158239, 0.06325461246349194, 0.06179742018381754, 0.06324577773058856, 0.06014977119587086, 0.060802971875226056, 0.06273518668280707, 0.06083083594286883, 0.06250573970653393, 0.06176409897980867, 0.06154888647573965, 0.06265353714978253, 0.0642247685679683, 0.06232257684071859, 0.06375464686640987, 0.06423817740546332, 0.06538108101597538, 0.06178532264850758, 0.06210542608190466, 0.06284575109128598, 0.06035884662910744, 0.0629921798352842, 0.0627053666997839, 0.06170977928020336, 0.06198283036549886, 0.06344698535071479, 0.0629593398835924, 0.06610732166855424, 0.06594974906356246, 0.06410207571806731, 0.06631829562010588, 0.06581158549697311, 0.06379751364390056, 0.064099355980202, 0.06539616761384187, 0.06570406754811604, 0.0654033378318504, 0.06683748298221165, 0.06696168581644694, 0.06692365805308025, 0.0665953380090219, 0.06786252834178784, 0.06585932660985876, 0.06668697463141547, 0.06641270054711236, 0.06620262287281177, 0.06644701957702637, 0.06617788032249168, 0.06628944255687573, 0.06591984077736184, 0.06615912031244349, 0.06582056593011927, 0.06606531584704364, 0.06575162322432906, 0.06571873470588967, 0.06535806920793322, 0.06521186122187862, 0.06514917921136927, 0.06545948540722882, 0.06552670178589998, 0.06548753049638537, 0.06552033512680619, 0.0654950186058327, 0.06550248463948567, 0.06548854156776711, 0.06548988377606427, 0.06549895251238788, 0.06550348246539081, 0.06550046691188106]"
