train_acc_list,val_acc_list
"[11.23786144904516, 17.5517129345511, 19.439731417638352, 20.887332587271217, 22.23385437348832, 23.580376159705427, 24.612829861737843, 25.52615429045883, 26.425038807263274, 27.515252156961843, 28.168658171185157, 29.02422295223999, 29.655969098588496, 30.77506227212014, 31.637847009133246, 31.681166744882855, 32.468141944334135, 33.11071802462005, 34.1251218367568, 34.56192917223205, 34.91931699216635, 35.637702610014074, 36.114219703259806, 37.46074148947691, 38.08887765784629, 38.22966679903252, 38.63398433269557, 39.28017039096062, 40.6664019349482, 41.15735894011047, 41.7602252626259, 41.83964477816685, 42.9803978195733, 43.5688242301722, 44.00563156564745, 45.07779502545034, 45.68427132594491, 46.27630771452294, 46.38460705389697, 47.51814013934515, 47.944117540883, 48.69138298256381, 49.13541027399732, 50.045124724739175, 50.388072632756945, 51.084798382729865, 51.651564925453954, 52.32302082957294, 52.43132016894697, 53.250785170210456, 53.8644814266633, 54.283238872242876, 54.89332515071658, 55.900509006895064, 55.37706219992058, 56.1784773112884, 56.71275405220029, 57.28313057290351, 57.96180643298076, 58.30114436301939, 58.73795169849464, 59.15670914407423, 59.5971264575286, 60.03754377098299, 60.78119923468467, 61.109707230785894, 61.387675535179234, 61.73784339915527, 62.23241038229666, 62.817226814916424, 63.445362983285804, 63.70167141980434, 63.9182700985524, 64.45976679542255, 64.64748565033753, 64.99404353633443, 65.69076928630734, 65.88570809718061, 66.5788238691744, 66.71239305440237, 67.09144074221147, 66.93260171112956, 67.62571748312335, 67.61849752716509, 68.91086964369518, 68.61846142738528, 68.95779935742392, 69.470416230461, 69.73033464495867, 70.12021226670517, 70.5750694920761, 70.58228944803436, 70.71946861124148, 71.48478394281796, 71.56781343633803, 71.86744160860619, 72.1526298689578, 72.32229883397711, 72.6363669181618, 72.67968665391142, 72.91433522255514, 73.72297028988123, 73.47027183134183, 73.97927872639977, 73.8457095411718, 74.22114725100177, 74.31139670048013, 74.57131511497779, 74.76986390383018, 75.09115194397314, 75.12364174578535, 75.43770982997003, 75.60737879498936, 75.9286668351323, 75.89256705534096, 76.28605465506661, 76.69037218872965, 76.73008194650012, 76.88170102162377, 77.20659903974585, 77.53510703584709, 77.78419551640735, 77.30406844518248, 77.85639507599004, 78.26793256561135, 77.81668531821956, 78.43399155265153, 78.36179199306883, 78.6722500992744, 78.81303924046064, 78.92133857983467, 78.94299844770947, 79.35453593733078, 79.35814591530992, 79.51337496841269, 79.63250424172412, 79.71553373524422, 79.5566947041623, 80.37976968340493, 79.90686256813834, 80.39059961734233, 80.41225948521713, 80.5458286704451, 80.6288581639652, 80.38337966138407, 80.92848633623335, 80.67939785567309, 81.19201472871016, 80.86711671058806, 80.96097613804557, 81.17757481679362, 81.06566549944046, 81.45915309916609, 81.9320602144327, 81.79488105122559, 81.64687195408108, 81.59994224035233, 82.13782895924335, 81.98259990614058, 82.08728926753547, 82.13421898126421, 81.90679036857875, 82.11977906934767, 81.83459080899607, 82.10894913541027, 82.36525757192881, 82.57824627269774, 82.36886754990795, 82.46633695534457, 82.57102631673948, 82.46633695534457, 82.63239594238475, 82.51326666907332, 83.22804230894192, 82.74791523771705, 83.01866358615212, 82.96451391646511, 82.76235514963358, 83.19916248510884, 82.94646402656943, 83.14140283744268, 82.88148442294502, 82.99339374029819, 82.74069528175878, 83.32190173639941, 82.94646402656943, 82.89592433486156, 83.01866358615212, 82.97534385040251, 83.55655030504315, 83.04754340998521, 82.98617378433991, 83.1738926392549, 82.9320241146529, 83.18111259521316, 83.26053211075413, 83.27858200064979, 83.21721237500451, 83.01866358615212, 82.88509440092415]","[16.394154246852843, 19.563015482564026, 21.69005932571263, 23.23831572854869, 25.047026479525393, 25.46664737375199, 24.902329619447258, 28.056721169150627, 28.82361452756475, 29.749674432064825, 31.312400520908696, 31.862248589205617, 32.658081319635365, 33.80118651425264, 34.2931558385183, 34.14845897844017, 36.10186658949501, 37.100274924034146, 38.055274200549846, 37.259441470120095, 38.50383446679207, 39.35754594125307, 39.66140934741716, 42.00549848068297, 41.2964838663001, 41.60034727246419, 43.17754304731587, 43.423527709448706, 45.27564751844885, 45.81102590073796, 46.54897988713645, 46.86731297930835, 48.14064534799595, 47.04094921140211, 47.86572131384749, 50.19534076110549, 49.7901895528867, 50.499204167269575, 51.62783967587903, 52.74200549848068, 53.566777600926066, 53.69700477499638, 53.494429170886995, 54.738822167558965, 55.274200549848075, 56.43177543047317, 57.574880625090444, 58.45753147156707, 58.023440891332655, 57.35783533497323, 59.03631891187962, 58.57328895962958, 60.77268123281725, 59.571697294168715, 59.58616698017652, 61.409347417161044, 62.407755751700186, 63.40616408623932, 63.3772247142237, 63.91260309651281, 64.34669367674721, 64.15858775864564, 64.17305744465345, 66.15540442772392, 66.41585877586456, 67.0959340182318, 67.70366083055997, 67.34191868036463, 66.92229778613805, 68.26797858486471, 67.7326002025756, 68.71653885110693, 68.54290261901316, 69.85964404572421, 71.00274924034149, 70.35161336998988, 70.72782520619303, 71.6538851106931, 71.71176385472435, 72.29055129503689, 72.49312689914629, 72.98509622341194, 72.65229344523225, 74.07032267399798, 72.29055129503689, 74.35971639415425, 73.85327738388077, 75.24236724063088, 74.66357980031833, 75.18448849659963, 75.14107943857618, 75.77774562291998, 76.08160902908408, 76.67486615540443, 77.23918390970917, 77.0655476776154, 77.67327448994357, 78.36781941831862, 77.73115323397482, 78.20865287223268, 77.00766893358414, 79.13471277673274, 79.32281869483433, 78.90319780060773, 78.62827376645927, 79.67009115902185, 79.87266676313124, 80.43698451743597, 78.75850094052959, 80.10418173925625, 81.43539285197511, 80.79872666763131, 80.9868325857329, 80.39357545941253, 81.39198379395167, 81.01577195774851, 80.84213572565476, 82.0720590363189, 81.9563015482564, 82.41933150050644, 82.2746346404283, 82.33251338445956, 82.28910432643612, 83.15728548690493, 82.6942555346549, 82.67978584864709, 82.56402836058457, 83.07046737085805, 82.92577051077991, 83.28751266097527, 83.41773983504558, 83.20069454492838, 84.1846331934597, 83.46114889306901, 83.05599768485024, 84.01099696136593, 84.3003906815222, 83.66372449717842, 83.40327014903777, 83.73607292721748, 83.88076978729562, 84.05440601938938, 84.21357256547533, 84.61872377369411, 84.83576906381131, 84.85023874981913, 84.38720879756909, 84.69107220373317, 85.1251627839676, 85.05281435392853, 85.31326870206917, 85.0238749819129, 84.86470843582694, 85.22645058602228, 84.89364780784257, 85.3422080740848, 85.22645058602228, 85.06728403993633, 85.26985964404572, 85.16857184199102, 85.84864708435826, 85.50137462017075, 85.25538995803791, 85.63160179424106, 85.7762986543192, 85.3422080740848, 85.71841991028795, 85.68948053827232, 85.74735928230356, 85.63160179424106, 85.83417739835045, 85.68948053827232, 85.63160179424106, 85.84864708435826, 85.96440457242079, 85.83417739835045, 85.64607148024888, 85.80523802633483, 85.7762986543192, 86.10910143249892, 85.97887425842859, 85.93546520040515, 85.94993488641296, 85.96440457242079, 85.9933439444364, 86.08016206048329, 86.08016206048329, 86.10910143249892, 86.08016206048329, 85.9933439444364, 86.06569237447547, 86.10910143249892, 86.0946317464911, 86.0946317464911, 86.15251049052236, 86.10910143249892, 86.0946317464911, 86.08016206048329, 86.08016206048329, 86.0946317464911]"
